review_id,employee_id,review_date,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,work_life_balance,training_times_last_year,percent_salary_hike
REV-000447,65,2023-12-07,2,3,1,2,1,3,4,13
REV-000448,66,2023-12-17,3,4,3,2,2,2,6,13
REV-000449,67,2022-12-18,3,3,2,1,2,2,2,14
REV-000450,67,2023-12-25,2,4,1,1,3,2,3,18
REV-000451,68,2014-12-17,5,5,2,3,3,3,3,22
REV-000452,68,2015-12-03,4,3,2,4,2,3,3,20
REV-000453,68,2016-12-19,4,4,1,4,3,2,4,20
REV-000454,68,2017-12-09,5,5,2,5,4,2,2,20
REV-000455,68,2018-12-19,3,4,1,4,3,3,2,24
REV-000456,68,2019-12-12,4,5,2,4,4,2,2,22
REV-000457,68,2020-12-03,4,5,2,4,3,1,2,24
REV-000458,68,2021-12-18,5,5,3,4,4,2,2,20
REV-000459,68,2022-12-20,4,5,1,3,4,2,4,20
REV-000460,68,2023-12-10,4,4,2,4,3,3,2,20
REV-000461,69,2023-12-13,4,3,3,2,4,2,2,16
REV-000462,70,2022-12-14,3,2,2,4,4,2,4,16
REV-000463,70,2023-12-06,2,2,3,3,4,4,4,12
REV-000464,71,2019-12-15,3,3,3,3,3,3,4,11
REV-000465,71,2020-12-20,3,3,4,2,3,2,4,12
REV-000466,71,2021-12-20,3,4,4,3,3,3,2,14
REV-000467,71,2022-12-21,3,4,3,3,2,3,3,12
REV-000468,71,2023-12-27,3,3,4,3,2,2,4,14
REV-000469,72,2021-12-10,2,2,1,1,2,3,1,14
REV-000470,72,2022-12-17,3,1,1,1,1,3,2,14
REV-000471,72,2023-12-07,4,1,1,2,2,3,1,14
REV-000472,73,2022-12-07,3,3,5,4,3,2,1,17
REV-000473,73,2023-12-07,4,3,4,4,3,2,3,21
REV-000474,74,2022-12-25,3,4,2,4,3,3,3,16
REV-000475,74,2023-12-18,3,3,1,5,4,2,2,16
REV-000476,75,2023-12-25,3,4,3,4,2,3,1,22
REV-000477,76,2016-12-03,3,3,3,1,3,4,3,11
REV-000478,76,2017-12-06,3,3,3,1,3,4,3,11
REV-000479,76,2018-12-19,3,3,2,1,4,4,1,11
REV-000480,76,2019-12-18,3,2,3,1,3,4,2,13
REV-000481,76,2020-12-19,4,3,4,1,3,4,1,13
REV-000482,76,2021-12-11,3,3,2,1,3,4,3,11
REV-000483,76,2022-12-20,3,3,3,1,3,4,1,13
REV-000484,76,2023-12-07,4,3,2,1,3,3,1,13
REV-000485,77,2017-12-20,3,2,3,3,4,3,0,11
REV-000486,77,2018-12-15,3,1,3,4,4,2,0,11
REV-000487,77,2019-12-20,3,1,3,4,3,3,0,13
REV-000488,77,2020-12-21,3,1,3,4,4,2,0,11
REV-000489,77,2021-12-09,3,1,3,3,4,2,1,13
REV-000490,77,2022-12-04,4,1,4,4,4,2,0,11
REV-000491,77,2023-12-21,4,1,3,4,4,2,1,13
REV-000492,78,2008-12-25,3,3,3,2,3,1,3,11
REV-000493,78,2009-12-13,4,4,3,2,4,3,2,11
REV-000494,78,2010-12-07,3,3,4,2,3,2,4,13
REV-000495,78,2011-12-04,3,4,2,3,3,2,4,11
REV-000496,78,2012-12-22,3,3,3,3,4,1,2,13
REV-000497,78,2013-12-12,4,3,3,4,3,2,4,11
REV-000498,78,2014-12-09,2,3,3,4,4,2,3,11
REV-000499,78,2015-12-24,4,4,3,2,4,2,3,11
REV-000500,78,2016-12-12,3,4,3,3,2,2,3,11
REV-000501,78,2017-12-25,3,2,4,4,3,3,4,13
REV-000502,78,2018-12-03,3,3,3,4,2,2,3,13
REV-000503,78,2019-12-27,3,4,3,3,4,2,2,13
REV-000504,78,2020-12-05,3,4,3,3,3,1,2,13
REV-000505,78,2021-12-14,4,3,4,4,3,2,3,13
REV-000506,78,2022-12-10,2,3,2,3,3,3,4,13
REV-000507,78,2023-12-27,3,3,4,3,3,2,4,13
REV-000508,79,2022-12-22,4,2,5,3,3,1,0,20
REV-000509,79,2023-12-22,2,1,4,4,3,1,0,16
REV-000510,80,2017-12-07,3,5,4,1,3,3,1,15
REV-000511,80,2018-12-09,2,5,4,1,3,3,0,17
REV-000512,80,2019-12-02,3,3,4,1,2,4,0,13
REV-000513,80,2020-12-05,4,3,4,1,2,4,0,13
REV-000514,80,2021-12-23,3,4,3,1,3,3,0,13
REV-000515,80,2022-12-22,3,5,5,2,3,3,0,15
REV-000516,80,2023-12-23,3,5,5,1,3,4,1,13
REV-000517,81,2004-12-06,3,3,1,1,3,1,3,12
REV-000518,81,2005-12-01,3,2,2,2,2,1,3,12
REV-000519,81,2006-12-10,3,3,1,1,2,1,3,14
REV-000520,81,2007-12-25,3,3,2,1,2,2,3,12
REV-000521,81,2008-12-23,3,2,1,1,2,1,3,12
REV-000522,81,2009-12-15,3,2,1,1,2,1,3,16
REV-000523,81,2010-12-03,3,2,1,1,2,1,4,12
REV-000524,81,2011-12-22,3,3,1,1,2,1,2,14
REV-000525,81,2012-12-26,3,3,2,1,2,1,4,12
REV-000526,81,2013-12-15,2,4,1,1,1,1,4,14
REV-000527,81,2014-12-23,4,3,1,2,2,1,2,16
REV-000528,81,2015-12-23,3,2,1,1,2,2,4,12
REV-000529,81,2016-12-04,2,3,1,1,1,1,3,14
REV-000530,81,2017-12-04,3,3,2,2,2,1,3,16
REV-000531,81,2018-12-20,4,4,1,1,1,1,4,16
REV-000532,81,2019-12-03,3,4,1,1,2,1,4,16
REV-000533,81,2020-12-06,4,2,1,1,1,1,4,14
REV-000534,81,2021-12-11,3,4,1,2,2,1,4,16
REV-000535,81,2022-12-23,3,3,1,1,2,1,2,16
REV-000536,81,2023-12-25,4,3,1,2,2,1,3,12
REV-000537,82,2009-12-21,2,4,5,3,3,3,3,13
REV-000538,82,2010-12-08,3,4,4,3,4,2,4,13
REV-000539,82,2011-12-06,3,4,3,4,2,4,3,11
REV-000540,82,2012-12-19,3,5,5,4,4,4,3,13
REV-000541,82,2013-12-13,4,4,5,3,2,3,4,13
REV-000542,82,2014-12-24,4,4,5,3,3,3,3,13
REV-000543,82,2015-12-19,3,5,3,2,3,2,5,11
REV-000544,82,2016-12-07,3,3,3,3,3,3,4,11
REV-000545,82,2017-12-01,3,4,5,3,3,2,3,11
REV-000546,82,2018-12-13,2,4,4,3,2,2,3,13
REV-000547,82,2019-12-26,3,4,3,3,2,2,4,13
REV-000548,82,2020-12-25,3,4,5,3,2,3,5,13
REV-000549,82,2021-12-01,2,4,4,3,2,4,5,13
REV-000550,82,2022-12-03,4,5,3,2,2,3,3,11
REV-000551,82,2023-12-26,3,3,5,4,2,2,3,11
REV-000552,83,2022-12-17,2,1,4,3,2,3,5,11
REV-000553,83,2023-12-22,3,1,4,3,3,4,6,11
REV-000554,84,2021-12-06,3,2,2,1,4,2,3,14
REV-000555,84,2022-12-22,2,3,2,1,4,1,4,12
REV-000556,84,2023-12-24,2,3,1,1,4,1,3,11
REV-000557,85,2018-12-15,3,3,1,3,4,2,1,19
REV-000558,85,2019-12-03,3,4,1,3,3,3,2,19
REV-000559,85,2020-12-12,3,3,2,3,3,4,3,19
REV-000560,85,2021-12-27,3,3,1,2,4,3,2,21
REV-000561,85,2022-12-17,3,2,1,4,4,4,2,19
REV-000562,85,2023-12-10,3,2,1,2,4,3,1,19
REV-000563,86,2022-12-25,4,3,2,4,2,2,3,13
REV-000564,86,2023-12-17,2,3,1,4,3,3,2,11
REV-000565,87,2023-12-25,3,2,2,3,2,4,4,14
REV-000566,88,2004-12-02,4,1,4,5,2,4,1,12
REV-000567,88,2005-12-24,3,1,2,3,3,3,3,14
REV-000568,88,2006-12-10,2,2,3,4,4,4,3,16
REV-000569,88,2007-12-27,3,3,4,3,3,4,1,14
REV-000570,88,2008-12-26,4,3,4,3,3,4,1,16
REV-000571,88,2009-12-11,2,3,2,4,4,4,1,12
REV-000572,88,2010-12-15,3,1,3,5,4,4,1,16
REV-000573,88,2011-12-20,3,1,3,4,3,4,2,14
REV-000574,88,2012-12-20,3,1,4,3,2,4,1,16
REV-000575,88,2013-12-13,3,3,4,4,2,4,1,14
REV-000576,88,2014-12-05,3,2,2,3,3,4,3,12
REV-000577,88,2015-12-14,2,2,3,5,3,4,1,14
REV-000578,88,2016-12-03,3,2,4,5,4,4,3,14
REV-000579,88,2017-12-22,4,2,3,4,3,3,3,16
REV-000580,88,2018-12-08,2,2,3,5,3,4,3,12
REV-000581,88,2019-12-21,3,2,3,3,4,4,1,14
REV-000582,88,2020-12-04,4,3,3,4,4,3,3,16
REV-000583,88,2021-12-20,4,2,2,4,3,4,3,16
REV-000584,88,2022-12-23,3,2,2,5,2,4,1,12
REV-000585,88,2023-12-13,3,3,2,3,3,4,2,14
REV-000586,89,2015-12-16,3,4,3,4,4,3,0,19
REV-000587,89,2016-12-10,4,4,4,3,3,3,0,17
REV-000588,89,2017-12-09,2,4,3,3,3,3,0,17
REV-000589,89,2018-12-04,3,5,4,4,3,2,0,19
REV-000590,89,2019-12-21,3,3,5,2,4,3,0,15
REV-000591,89,2020-12-21,3,5,4,3,3,4,0,19
REV-000592,89,2021-12-16,4,5,4,4,3,4,1,15
REV-000593,89,2022-12-13,3,4,4,4,3,3,0,17
REV-000594,89,2023-12-19,3,4,3,3,3,3,1,17
REV-000595,90,2021-12-04,3,5,3,4,2,3,1,17
REV-000596,90,2022-12-02,3,4,2,3,1,4,1,15
REV-000597,90,2023-12-12,2,4,2,4,2,2,2,19
REV-000598,91,2020-12-14,3,1,4,1,3,4,2,14
REV-000599,91,2021-12-12,3,1,5,1,3,4,2,16
REV-000600,91,2022-12-08,2,1,4,1,3,4,4,14
REV-000601,91,2023-12-05,3,1,4,1,4,4,4,18
REV-000602,92,2010-12-23,3,3,2,1,2,3,2,18
REV-000603,92,2011-12-11,4,3,2,1,3,2,1,22
REV-000604,92,2012-12-22,3,4,2,1,4,3,2,22
REV-000605,92,2013-12-02,3,5,2,2,2,2,3,18
REV-000606,92,2014-12-18,4,4,2,2,4,2,3,20
REV-000607,92,2015-12-03,4,4,2,1,4,2,3,20
REV-000608,92,2016-12-19,4,4,2,1,2,4,3,18
REV-000609,92,2017-12-04,4,4,2,1,3,3,3,18
REV-000610,92,2018-12-25,4,5,2,1,3,4,1,22
REV-000611,92,2019-12-11,5,4,2,1,3,2,1,22
REV-000612,92,2020-12-18,4,4,2,2,3,4,3,22
REV-000613,92,2021-12-17,3,4,2,1,3,3,1,22
REV-000614,92,2022-12-04,4,4,3,1,3,3,1,22
REV-000615,92,2023-12-13,4,4,2,1,2,3,2,22
REV-000616,93,2016-12-17,4,2,3,1,3,3,3,20
REV-000617,93,2017-12-11,3,1,4,1,3,4,1,20
REV-000618,93,2018-12-24,3,1,3,1,3,4,1,24
REV-000619,93,2019-12-14,4,2,4,2,3,2,1,22
REV-000620,93,2020-12-08,4,1,4,1,3,3,3,24
REV-000621,93,2021-12-13,4,1,4,1,2,3,1,24
REV-000622,93,2022-12-04,4,1,4,2,3,3,3,22
REV-000623,93,2023-12-21,4,2,3,1,2,3,2,20
REV-000624,94,2018-12-02,2,1,3,2,2,2,6,15
REV-000625,94,2019-12-11,2,1,3,3,2,2,6,15
REV-000626,94,2020-12-27,3,1,3,2,3,1,4,13
REV-000627,94,2021-12-12,2,1,3,3,1,3,5,17
REV-000628,94,2022-12-11,3,1,3,4,1,2,5,13
REV-000629,94,2023-12-26,3,1,3,3,2,2,5,15
REV-000630,95,2023-12-04,3,3,2,3,3,3,2,17
REV-000631,96,2000-12-10,3,2,3,4,4,3,4,11
REV-000632,96,2001-12-20,2,2,3,5,4,3,3,13
REV-000633,96,2002-12-19,3,2,3,4,4,3,4,13
REV-000634,96,2003-12-23,3,3,3,4,4,3,2,11
REV-000635,96,2004-12-23,3,1,3,4,4,3,2,11
REV-000636,96,2005-12-05,2,3,3,4,3,4,4,13
REV-000637,96,2006-12-15,2,2,4,5,4,3,3,11
REV-000638,96,2007-12-14,3,2,4,4,4,2,2,13
REV-000639,96,2008-12-23,3,2,3,3,4,3,2,13
REV-000640,96,2009-12-16,3,1,3,4,3,3,3,13
REV-000641,96,2010-12-26,3,2,3,4,4,3,3,13
REV-000642,96,2011-12-16,4,1,3,5,4,3,3,11
REV-000643,96,2012-12-16,4,1,2,4,4,3,2,11
REV-000644,96,2013-12-18,3,2,4,4,4,3,2,13
REV-000645,96,2014-12-04,3,3,3,4,4,2,3,11
REV-000646,96,2015-12-06,3,1,3,4,4,2,3,11
REV-000647,96,2016-12-02,3,2,2,4,4,4,3,13
REV-000648,96,2017-12-24,3,2,2,4,4,4,2,13
REV-000649,96,2018-12-03,2,2,3,3,4,4,2,13
REV-000650,96,2019-12-25,4,1,3,3,3,3,2,11
REV-000651,96,2020-12-23,3,2,3,4,3,2,4,11
REV-000652,96,2021-12-08,2,2,3,4,4,4,2,11
REV-000653,96,2022-12-22,4,2,3,5,4,3,4,11
REV-000654,96,2023-12-12,4,1,3,4,4,3,2,11
REV-000655,97,2019-12-12,2,4,3,3,3,2,2,15
REV-000656,97,2020-12-03,4,5,3,3,3,3,3,15
REV-000657,97,2021-12-07,3,4,2,4,3,2,2,15
REV-000658,97,2022-12-07,2,4,4,3,4,3,1,11
REV-000659,97,2023-12-20,4,5,3,4,3,3,1,13
REV-000660,98,2021-12-24,3,1,4,1,1,2,2,11
REV-000661,98,2022-12-08,2,2,4,2,2,1,4,13
REV-000662,98,2023-12-22,3,2,4,1,2,1,4,11
REV-000663,99,2019-12-07,3,3,3,1,4,4,3,21
REV-000664,99,2020-12-25,4,2,2,2,3,3,2,23
REV-000665,99,2021-12-26,5,3,4,1,3,4,2,21
REV-000666,99,2022-12-14,4,4,2,1,2,3,2,21
REV-000667,99,2023-12-25,3,3,3,1,4,4,2,19
REV-000668,100,2020-12-01,3,2,2,3,3,3,3,11
REV-000669,100,2021-12-20,2,2,1,3,3,4,4,11
REV-000670,100,2022-12-05,3,2,1,3,3,2,4,11
REV-000671,100,2023-12-21,3,2,1,3,3,2,3,11
REV-000672,101,2020-12-05,4,3,3,3,3,3,5,14
REV-000673,101,2021-12-01,3,2,4,1,2,3,5,14
REV-000674,101,2022-12-09,2,4,3,3,3,4,5,16
REV-000675,101,2023-12-02,3,3,3,3,2,2,3,14
REV-000676,102,2007-12-18,3,2,2,1,3,4,3,15
REV-000677,102,2008-12-01,3,2,4,2,4,2,3,13
REV-000678,102,2009-12-25,3,2,4,2,4,3,3,15
REV-000679,102,2010-12-24,4,3,3,3,3,3,2,15
REV-000680,102,2011-12-13,4,3,3,1,2,3,1,15
REV-000681,102,2012-12-04,2,3,3,3,3,4,2,13
REV-000682,102,2013-12-22,3,3,3,3,3,3,2,11
REV-000683,102,2014-12-17,3,4,2,3,3,3,1,13
REV-000684,102,2015-12-01,4,3,2,1,3,3,2,11
REV-000685,102,2016-12-11,3,3,4,1,3,3,1,11
REV-000686,102,2017-12-18,2,2,3,2,2,3,1,11
REV-000687,102,2018-12-20,3,3,4,2,3,2,1,11
REV-000688,102,2019-12-01,2,3,3,3,4,2,2,13
REV-000689,102,2020-12-05,3,3,2,2,2,3,1,11
REV-000690,102,2021-12-08,2,3,3,2,2,2,1,11
REV-000691,102,2022-12-05,2,2,3,2,3,3,1,15
REV-000692,102,2023-12-22,3,3,3,1,3,3,2,13
REV-000693,103,2022-12-18,3,1,1,4,4,3,3,12
REV-000694,103,2023-12-01,3,3,2,5,3,3,4,14
REV-000695,104,2019-12-02,2,2,1,2,4,1,4,13
REV-000696,104,2020-12-25,2,2,2,2,4,2,2,11
REV-000697,104,2021-12-05,3,1,2,4,4,2,2,11
REV-000698,104,2022-12-15,3,2,2,3,3,3,4,13
REV-000699,104,2023-12-11,4,2,1,3,3,1,2,13
REV-000700,105,2022-12-04,2,4,3,2,4,3,1,20
REV-000701,105,2023-12-11,3,3,3,2,3,2,1,16
REV-000702,106,2011-12-22,3,3,4,1,2,3,1,16
REV-000703,106,2012-12-04,3,2,4,1,2,3,1,18
REV-000704,106,2013-12-24,3,2,4,2,2,4,1,18
REV-000705,106,2014-12-10,3,3,4,1,3,4,3,16
REV-000706,106,2015-12-16,3,2,3,1,3,2,1,18
REV-000707,106,2016-12-07,3,2,3,1,2,4,3,18
REV-000708,106,2017-12-11,3,2,3,1,2,4,3,18
REV-000709,106,2018-12-13,2,2,4,1,1,3,1,18
REV-000710,106,2019-12-17,3,3,4,1,1,3,1,16
REV-000711,106,2020-12-17,3,2,4,2,3,3,2,16
REV-000712,106,2021-12-18,3,3,4,1,2,4,3,16
REV-000713,106,2022-12-13,3,1,4,2,2,3,2,14
REV-000714,106,2023-12-17,3,1,3,1,2,3,1,18
REV-000715,107,1992-12-22,3,4,4,4,1,3,2,11
REV-000716,107,1993-12-19,3,4,4,4,2,2,2,15
REV-000717,107,1994-12-20,3,4,3,4,1,2,3,15
REV-000718,107,1995-12-10,3,4,3,3,2,2,1,15
REV-000719,107,1996-12-20,4,5,3,3,1,3,2,15
REV-000720,107,1997-12-05,3,3,2,4,1,3,2,15
REV-000721,107,1998-12-06,3,3,4,4,1,3,1,15
REV-000722,107,1999-12-20,4,3,2,4,1,2,3,15
REV-000723,107,2000-12-04,3,4,4,4,1,3,2,15
REV-000724,107,2001-12-26,4,4,2,4,1,2,3,13
REV-000725,107,2002-12-17,3,3,3,4,1,3,1,11
REV-000726,107,2003-12-14,3,4,3,4,1,2,1,13
REV-000727,107,2004-12-01,3,4,2,4,2,3,1,11
REV-000728,107,2005-12-09,3,4,2,4,1,2,3,11
REV-000729,107,2006-12-02,4,4,4,4,1,3,1,13
REV-000730,107,2007-12-08,4,5,3,5,2,3,3,15
REV-000731,107,2008-12-11,3,4,2,4,1,3,2,13
REV-000732,107,2009-12-25,4,4,2,4,1,3,3,15
REV-000733,107,2010-12-04,3,4,2,5,1,2,3,13
REV-000734,107,2011-12-15,4,4,4,4,2,3,3,13
REV-000735,107,2012-12-04,3,3,4,3,1,3,1,11
REV-000736,107,2013-12-07,2,4,3,4,1,4,2,11
REV-000737,107,2014-12-10,3,5,2,4,1,2,2,11
REV-000738,107,2015-12-08,3,4,3,5,1,2,3,11
REV-000739,107,2016-12-27,4,4,4,4,1,3,2,11
REV-000740,107,2017-12-05,3,5,3,5,1,3,2,13
REV-000741,107,2018-12-19,3,5,3,3,1,2,2,13
REV-000742,107,2019-12-03,4,4,3,5,1,2,3,13
REV-000743,107,2020-12-21,3,5,3,3,1,2,1,11
REV-000744,107,2021-12-04,3,4,3,3,1,3,1,13
REV-000745,107,2022-12-20,3,4,3,5,1,3,3,11
REV-000746,107,2023-12-24,3,4,2,4,1,3,1,13
REV-000747,108,2011-12-11,2,2,3,3,1,4,3,17
REV-000748,108,2012-12-16,3,2,4,4,3,3,2,15
REV-000749,108,2013-12-26,3,2,5,4,2,2,4,17
REV-000750,108,2014-12-13,4,1,3,4,2,3,2,17
REV-000751,108,2015-12-07,3,2,4,3,1,3,2,15
REV-000752,108,2016-12-10,3,1,5,4,2,3,2,17
REV-000753,108,2017-12-27,4,1,4,3,3,3,4,19
REV-000754,108,2018-12-25,3,1,4,3,2,3,3,15
REV-000755,108,2019-12-22,4,1,3,3,2,3,2,15
REV-000756,108,2020-12-15,4,2,3,3,2,2,2,19
REV-000757,108,2021-12-14,3,1,5,4,2,2,4,17
REV-000758,108,2022-12-25,3,1,4,3,1,2,4,17
REV-000759,108,2023-12-25,2,2,3,3,2,3,4,19
REV-000760,109,1998-12-27,4,4,2,3,3,2,3,13
REV-000761,109,1999-12-13,3,5,3,3,2,2,3,11
REV-000762,109,2000-12-18,2,5,4,2,3,3,2,11
REV-000763,109,2001-12-13,3,5,3,2,3,1,4,11
REV-000764,109,2002-12-12,2,4,3,2,3,2,3,11
REV-000765,109,2003-12-23,3,4,3,4,4,2,3,11
REV-000766,109,2004-12-11,2,4,3,3,4,2,2,11
REV-000767,109,2005-12-02,2,4,3,3,2,1,4,13
REV-000768,109,2006-12-13,3,3,3,3,3,3,3,11
REV-000769,109,2007-12-12,2,4,3,4,3,3,3,11
REV-000770,109,2008-12-23,3,4,3,3,4,3,4,11
REV-000771,109,2009-12-14,3,4,3,3,4,1,4,11
REV-000772,109,2010-12-22,3,3,3,2,4,1,4,11
REV-000773,109,2011-12-06,4,4,3,4,2,1,4,11
REV-000774,109,2012-12-13,3,4,3,3,3,2,4,11
REV-000775,109,2013-12-01,3,4,3,3,3,1,3,11
REV-000776,109,2014-12-25,3,4,3,3,3,2,4,11
REV-000777,109,2015-12-16,3,3,3,3,3,3,4,13
REV-000778,109,2016-12-16,2,3,3,3,3,2,3,13
REV-000779,109,2017-12-08,3,4,2,3,4,1,2,11
REV-000780,109,2018-12-12,2,4,4,2,4,2,2,13
REV-000781,109,2019-12-19,3,3,2,3,3,2,2,11
REV-000782,109,2020-12-17,3,4,3,3,3,3,3,11
REV-000783,109,2021-12-20,3,3,4,3,4,2,2,11
REV-000784,109,2022-12-11,4,4,3,3,2,2,4,11
REV-000785,109,2023-12-26,3,5,3,3,3,3,4,13
REV-000786,110,2023-12-25,3,2,2,2,2,3,4,24
REV-000787,111,2021-12-14,3,4,1,2,4,2,2,20
REV-000788,111,2022-12-10,3,5,1,2,3,1,4,20
REV-000789,111,2023-12-15,4,4,1,3,4,1,3,24
REV-000790,112,2021-12-07,3,3,2,4,3,2,3,11
REV-000791,112,2022-12-27,3,1,1,3,3,4,2,11
REV-000792,112,2023-12-07,2,2,1,3,3,4,3,11
REV-000793,113,2019-12-25,2,4,1,3,4,3,2,11
REV-000794,113,2020-12-18,3,4,1,2,4,1,4,11
REV-000795,113,2021-12-24,2,5,1,2,4,3,3,15
REV-000796,113,2022-12-01,3,4,1,2,4,2,4,13
REV-000797,113,2023-12-07,4,3,2,2,4,2,2,13
REV-000798,114,2022-12-05,2,3,4,2,1,2,2,15
REV-000799,114,2023-12-20,3,3,3,2,1,2,3,15
REV-000800,115,2019-12-17,4,1,2,2,3,4,2,16
REV-000801,115,2020-12-19,2,1,2,2,3,4,4,16
REV-000802,115,2021-12-19,3,1,1,2,3,4,4,14
REV-000803,115,2022-12-12,3,1,1,1,2,3,2,14
REV-000804,115,2023-12-26,3,1,2,2,2,4,4,12
REV-000805,116,2023-12-21,3,4,3,4,4,3,4,12
REV-000806,117,2023-12-04,3,2,1,3,3,2,3,12
REV-000807,118,2016-12-08,4,4,3,4,3,3,2,21
REV-000808,118,2017-12-16,4,3,3,4,4,3,2,21
REV-000809,118,2018-12-16,4,4,4,3,3,3,2,25
REV-000810,118,2019-12-17,3,3,3,4,3,2,3,25
REV-000811,118,2020-12-09,4,3,3,4,3,2,2,23
REV-000812,118,2021-12-05,3,3,2,4,3,3,4,21
REV-000813,118,2022-12-09,4,3,3,4,3,2,4,21
REV-000814,118,2023-12-17,4,2,3,4,2,2,3,25
REV-000815,119,2022-12-25,3,1,3,3,2,2,1,21
REV-000816,119,2023-12-22,2,1,3,4,1,3,0,17
REV-000817,120,2014-12-16,3,4,1,2,4,4,1,11
REV-000818,120,2015-12-11,3,2,1,2,3,4,3,14
REV-000819,120,2016-12-06,4,3,1,3,3,4,1,11
REV-000820,120,2017-12-14,3,2,1,4,4,4,2,11
REV-000821,120,2018-12-26,3,3,1,3,3,4,1,12
REV-000822,120,2019-12-21,2,3,1,3,3,4,1,12
REV-000823,120,2020-12-22,3,4,1,4,3,4,1,11
REV-000824,120,2021-12-02,3,3,1,3,3,4,3,12
REV-000825,120,2022-12-07,3,3,2,3,3,3,2,12
REV-000826,120,2023-12-24,3,2,2,3,3,4,1,11
REV-000827,121,2022-12-04,3,4,5,3,2,3,1,11
REV-000828,121,2023-12-25,3,4,4,1,1,2,1,14
REV-000829,122,2021-12-27,4,3,1,4,4,3,2,15
REV-000830,122,2022-12-09,2,3,1,4,3,4,4,17
REV-000831,122,2023-12-02,3,2,1,4,2,4,2,13
REV-000832,123,2021-12-20,5,1,4,2,2,2,3,25
REV-000833,123,2022-12-04,5,1,3,1,2,2,3,23
REV-000834,123,2023-12-14,4,1,4,2,2,2,2,23
REV-000835,124,2010-12-13,4,2,4,4,2,4,2,20
REV-000836,124,2011-12-10,4,1,4,3,3,4,2,22
REV-000837,124,2012-12-13,4,1,4,3,2,4,1,18
REV-000838,124,2013-12-12,3,2,4,5,3,3,3,18
REV-000839,124,2014-12-03,5,1,3,5,4,4,3,20
REV-000840,124,2015-12-08,5,1,4,4,2,4,3,22
REV-000841,124,2016-12-01,5,1,4,4,2,4,1,18
REV-000842,124,2017-12-02,4,1,4,5,3,4,2,18
REV-000843,124,2018-12-16,4,1,4,4,3,4,1,22
REV-000844,124,2019-12-27,5,1,3,3,3,4,1,20
REV-000845,124,2020-12-03,5,1,5,4,4,4,3,22
REV-000846,124,2021-12-20,4,1,4,4,4,4,3,20
REV-000847,124,2022-12-18,5,1,4,4,3,3,2,18
REV-000848,124,2023-12-19,4,1,4,5,4,4,1,18
REV-000849,125,2019-12-15,3,4,3,3,2,2,5,14
REV-000850,125,2020-12-01,3,3,4,3,3,3,3,14
REV-000851,125,2021-12-06,3,4,4,4,2,2,4,16
REV-000852,125,2022-12-22,3,3,4,3,1,2,4,16
REV-000853,125,2023-12-15,3,2,4,3,1,3,3,12
REV-000854,126,2019-12-08,3,5,1,3,4,2,3,20
REV-000855,126,2020-12-03,4,4,1,3,4,3,2,24
REV-000856,126,2021-12-10,3,4,1,3,4,1,3,24
REV-000857,126,2022-12-10,4,4,1,3,4,2,2,20
REV-000858,126,2023-12-10,4,4,1,3,4,2,3,24
REV-000859,127,1987-12-12,2,2,4,3,3,1,0,15
REV-000860,127,1988-12-15,3,2,3,3,3,3,2,15
REV-000861,127,1989-12-19,2,3,3,3,2,2,2,11
REV-000862,127,1990-12-03,3,3,5,3,4,1,1,15
REV-000863,127,1991-12-04,4,3,5,3,2,2,0,11
REV-000864,127,1992-12-16,2,3,5,4,4,2,1,15
REV-000865,127,1993-12-12,3,2,4,2,4,2,0,15
REV-000866,127,1994-12-07,3,2,3,3,3,2,2,13
REV-000867,127,1995-12-21,2,3,4,3,3,2,2,13
REV-000868,127,1996-12-17,2,3,4,3,3,2,0,15
REV-000869,127,1997-12-12,2,3,5,3,3,2,1,13
REV-000870,127,1998-12-22,3,2,4,3,2,2,0,11
REV-000871,127,1999-12-15,4,3,4,2,2,3,0,11
REV-000872,127,2000-12-21,4,4,4,4,3,3,2,11
REV-000873,127,2001-12-20,2,3,4,3,3,3,0,15
REV-000874,127,2002-12-22,3,4,4,4,4,2,2,13
REV-000875,127,2003-12-07,2,3,5,2,3,2,0,13
REV-000876,127,2004-12-07,3,4,5,2,4,2,2,13
REV-000877,127,2005-12-27,3,3,5,2,3,2,2,13
REV-000878,127,2006-12-06,4,3,4,4,4,3,0,15
REV-000879,127,2007-12-14,2,3,3,3,3,2,1,13
REV-000880,127,2008-12-03,3,2,4,2,3,2,1,11
REV-000881,127,2009-12-07,3,4,5,3,3,3,0,11
REV-000882,127,2010-12-18,3,3,4,3,4,1,2,13
REV-000883,127,2011-12-21,3,3,3,3,3,2,2,11
REV-000884,127,2012-12-07,3,2,4,3,3,2,2,15
REV-000885,127,2013-12-06,4,3,5,2,2,2,2,13
REV-000886,127,2014-12-13,3,4,5,3,3,2,1,11
REV-000887,127,2015-12-02,3,2,4,4,3,2,1,13
REV-000888,127,2016-12-01,2,3,4,3,4,1,2,15
REV-000889,127,2017-12-26,3,3,4,4,3,2,2,11
REV-000890,127,2018-12-11,3,3,4,4,2,2,1,15
REV-000891,127,2019-12-10,3,3,4,3,2,2,0,13
REV-000892,127,2020-12-23,3,2,4,2,2,2,0,11
REV-000893,127,2021-12-19,2,3,4,4,2,2,1,11
REV-000894,127,2022-12-11,4,3,5,2,3,2,0,11
REV-000895,127,2023-12-25,2,3,4,2,2,2,1,13
