assignment_id,employee_id,project_id,assignment_role,allocation_percentage,start_date,end_date
ASN-00393,22239,PRJ-2295,Contributor,100,2022-10-16,2023-07-25
ASN-00394,23094,PRJ-0154,Contributor,25,2020-02-10,
ASN-00395,570,PRJ-1680,Contributor,50,2018-06-22,
ASN-00396,5443,PRJ-0997,Consultant,50,2022-12-27,2023-08-12
ASN-00397,1896,PRJ-1244,Contributor,50,2022-01-12,
ASN-00398,19118,PRJ-1093,Consultant,50,2022-02-18,
ASN-00399,3864,PRJ-1009,Contributor,75,2020-10-25,
ASN-00400,12914,PRJ-2142,Contributor,50,2021-07-24,2022-01-10
ASN-00401,7456,PRJ-1774,Reviewer,50,2021-03-09,2021-04-19
ASN-00402,4015,PRJ-0958,Contributor,100,2019-03-17,2019-12-29
ASN-00403,11094,PRJ-0453,Contributor,50,2020-02-08,
ASN-00404,18071,PRJ-1228,Contributor,100,2018-03-07,2018-06-14
ASN-00405,3010,PRJ-2266,Contributor,100,2021-08-03,
ASN-00406,24191,PRJ-2480,Contributor,25,2019-09-15,2020-02-10
ASN-00407,16539,PRJ-2389,Contributor,100,2021-01-08,
ASN-00408,10730,PRJ-0551,Contributor,25,2020-03-03,
ASN-00409,1410,PRJ-1636,Consultant,25,2018-07-06,
ASN-00410,12250,PRJ-1313,Contributor,100,2021-10-03,
ASN-00411,785,PRJ-1758,Contributor,75,2021-01-08,
ASN-00412,8097,PRJ-0357,Reviewer,100,2022-01-07,2022-03-12
ASN-00413,7561,PRJ-2071,Contributor,50,2022-01-02,2022-10-15
ASN-00414,12534,PRJ-1786,Contributor,100,2022-01-10,2023-05-27
ASN-00415,7344,PRJ-1782,Consultant,100,2020-02-28,
ASN-00416,7207,PRJ-2490,Reviewer,75,2022-06-01,
ASN-00417,21981,PRJ-1632,Contributor,100,2020-09-15,
ASN-00418,5802,PRJ-1016,Contributor,50,2022-05-11,2022-07-01
ASN-00419,19191,PRJ-1349,Reviewer,100,2021-05-19,2022-04-13
ASN-00420,16922,PRJ-0516,Contributor,100,2020-02-23,2020-05-17
ASN-00421,5987,PRJ-0336,Contributor,100,2020-03-23,
ASN-00422,18226,PRJ-1783,Contributor,100,2020-11-15,
ASN-00423,10648,PRJ-2306,Consultant,100,2018-05-28,2022-01-02
ASN-00424,8717,PRJ-0497,Reviewer,25,2021-03-18,
ASN-00425,23356,PRJ-0896,Reviewer,100,2019-03-24,
ASN-00426,22010,PRJ-2208,Contributor,50,2019-11-10,
ASN-00427,19335,PRJ-0852,Contributor,25,2021-05-06,2022-07-08
ASN-00428,24377,PRJ-1688,Contributor,50,2020-05-25,2020-09-16
ASN-00429,12324,PRJ-1932,Reviewer,100,2020-10-25,2022-02-13
ASN-00430,4781,PRJ-2428,Contributor,50,2020-12-11,2021-05-02
ASN-00431,2369,PRJ-1569,Contributor,100,2020-01-09,
ASN-00432,12040,PRJ-0957,Contributor,100,2018-02-26,
ASN-00433,6656,PRJ-1637,Contributor,50,2020-05-22,
ASN-00434,8174,PRJ-1292,Lead,75,2020-07-05,2020-10-19
ASN-00435,4496,PRJ-1441,Contributor,75,2018-03-04,2021-01-02
ASN-00436,10894,PRJ-1192,Contributor,50,2020-01-04,
ASN-00437,22387,PRJ-1067,Lead,50,2022-08-04,
ASN-00438,22999,PRJ-0285,Contributor,50,2022-01-12,2022-02-12
ASN-00439,13404,PRJ-2445,Contributor,25,2021-01-04,2023-10-01
ASN-00440,13122,PRJ-0012,Contributor,100,2021-10-15,
ASN-00441,22304,PRJ-1631,Contributor,50,2021-06-17,2023-03-19
ASN-00442,10967,PRJ-0754,Consultant,100,2019-04-30,2022-03-05
ASN-00443,854,PRJ-2083,Contributor,50,2021-06-04,
ASN-00444,20531,PRJ-0090,Contributor,50,2018-02-05,
ASN-00445,20154,PRJ-0776,Contributor,100,2020-10-10,2023-01-31
ASN-00446,16959,PRJ-1626,Contributor,75,2018-02-12,2021-04-13
ASN-00447,17533,PRJ-0418,Contributor,100,2022-01-06,
ASN-00448,22678,PRJ-0115,Consultant,50,2023-01-14,
ASN-00449,22842,PRJ-0617,Contributor,100,2021-01-08,2023-08-05
ASN-00450,23894,PRJ-0826,Reviewer,50,2019-04-27,2020-05-24
ASN-00451,9908,PRJ-1650,Contributor,25,2020-01-01,2020-10-18
ASN-00452,4778,PRJ-1517,Contributor,75,2020-10-28,2021-10-20
ASN-00453,20239,PRJ-0413,Reviewer,100,2019-02-13,2019-02-17
ASN-00454,15339,PRJ-0729,Contributor,100,2020-08-07,2021-12-17
ASN-00455,2492,PRJ-0676,Contributor,75,2020-03-30,2023-04-27
ASN-00456,15329,PRJ-1893,Consultant,75,2021-07-30,
ASN-00457,14600,PRJ-2240,Consultant,50,2018-03-17,
ASN-00458,19509,PRJ-1123,Contributor,25,2020-02-22,
ASN-00459,22076,PRJ-1572,Lead,25,2019-08-21,
ASN-00460,3052,PRJ-0978,Lead,50,2022-11-24,
ASN-00461,15980,PRJ-1009,Contributor,50,2020-10-26,
ASN-00462,16389,PRJ-2144,Reviewer,100,2022-03-05,
ASN-00463,21607,PRJ-1688,Reviewer,25,2020-05-14,
ASN-00464,21700,PRJ-0037,Consultant,100,2020-11-17,
ASN-00465,21254,PRJ-1549,Reviewer,75,2019-08-16,
ASN-00466,877,PRJ-2327,Reviewer,100,2022-03-31,2023-03-19
ASN-00467,23412,PRJ-2265,Reviewer,25,2022-10-22,2023-03-22
ASN-00468,4143,PRJ-0873,Reviewer,100,2021-08-19,2023-09-19
ASN-00469,15203,PRJ-1822,Contributor,50,2020-07-25,
ASN-00470,6967,PRJ-1297,Contributor,100,2022-07-25,2022-09-22
ASN-00471,7080,PRJ-2110,Contributor,100,2022-01-08,
ASN-00472,7988,PRJ-0596,Contributor,100,2022-09-02,
ASN-00473,6800,PRJ-1904,Contributor,25,2021-01-01,
ASN-00474,4466,PRJ-0729,Consultant,25,2020-07-28,2021-12-17
ASN-00475,17020,PRJ-1366,Consultant,25,2018-05-22,2023-02-21
ASN-00476,13418,PRJ-0397,Contributor,100,2021-10-17,2022-12-21
ASN-00477,18078,PRJ-0699,Contributor,100,2020-01-03,2020-03-30
ASN-00478,21137,PRJ-2225,Consultant,100,2018-07-23,
ASN-00479,8312,PRJ-1636,Contributor,100,2018-07-15,
ASN-00480,17215,PRJ-0396,Reviewer,100,2019-03-11,2023-02-25
ASN-00481,14099,PRJ-2493,Contributor,100,2021-02-24,
ASN-00482,5178,PRJ-0076,Contributor,100,2022-01-08,
ASN-00483,14263,PRJ-0265,Consultant,75,2022-07-25,
ASN-00484,8309,PRJ-1820,Lead,50,2019-02-22,
ASN-00485,5950,PRJ-0718,Contributor,100,2021-01-10,
ASN-00486,19223,PRJ-0851,Contributor,100,2019-10-26,
ASN-00487,1151,PRJ-1391,Consultant,100,2020-02-25,2023-01-12
ASN-00488,23945,PRJ-0144,Contributor,100,2020-12-17,
ASN-00489,1932,PRJ-0885,Consultant,50,2019-09-17,2021-05-21
ASN-00490,9205,PRJ-0396,Contributor,100,2019-03-20,2023-02-25
ASN-00491,18049,PRJ-1493,Contributor,50,2022-01-21,
ASN-00492,1082,PRJ-1168,Lead,75,2018-01-22,
ASN-00493,16897,PRJ-1063,Consultant,25,2022-04-13,
ASN-00494,13408,PRJ-2157,Contributor,75,2022-06-14,2023-03-03
ASN-00495,7806,PRJ-1066,Consultant,100,2020-04-07,
ASN-00496,5238,PRJ-1210,Contributor,50,2021-04-08,
ASN-00497,16944,PRJ-2446,Contributor,50,2019-08-22,
ASN-00498,20057,PRJ-0634,Contributor,100,2022-12-28,
ASN-00499,12776,PRJ-1157,Contributor,100,2019-05-31,
ASN-00500,23789,PRJ-1239,Consultant,100,2021-10-07,2022-07-02
ASN-00501,16245,PRJ-0733,Reviewer,50,2022-07-27,2023-07-08
ASN-00502,13185,PRJ-0235,Contributor,100,2021-03-29,2023-07-15
ASN-00503,3344,PRJ-0751,Contributor,100,2019-12-23,
ASN-00504,13501,PRJ-0954,Contributor,25,2022-01-03,2022-04-03
ASN-00505,20455,PRJ-1543,Contributor,100,2022-02-07,
ASN-00506,9663,PRJ-1198,Consultant,100,2020-01-02,
ASN-00507,16965,PRJ-1677,Contributor,100,2022-04-30,
ASN-00508,15126,PRJ-1192,Lead,100,2019-12-04,
ASN-00509,23389,PRJ-2218,Contributor,75,2023-01-02,
ASN-00510,8131,PRJ-1417,Reviewer,25,2022-11-01,2023-03-24
ASN-00511,19532,PRJ-1218,Reviewer,50,2020-01-07,2020-01-22
ASN-00512,20634,PRJ-1541,Contributor,75,2021-02-01,
ASN-00513,1680,PRJ-2077,Contributor,50,2021-01-06,
ASN-00514,3507,PRJ-1446,Reviewer,50,2020-04-30,2023-02-23
ASN-00515,13285,PRJ-2387,Contributor,100,2021-11-17,
ASN-00516,7254,PRJ-1520,Contributor,50,2022-10-04,
ASN-00517,19129,PRJ-1389,Contributor,100,2018-10-02,2019-12-13
ASN-00518,9436,PRJ-1857,Reviewer,50,2022-01-07,2022-07-03
ASN-00519,21573,PRJ-1366,Consultant,100,2018-05-29,2023-02-21
ASN-00520,11311,PRJ-0500,Consultant,100,2022-01-15,
ASN-00521,13297,PRJ-1681,Contributor,25,2022-01-11,
ASN-00522,18526,PRJ-0511,Contributor,25,2022-01-06,2022-06-19
ASN-00523,13246,PRJ-0217,Contributor,50,2019-01-08,
ASN-00524,11152,PRJ-1325,Contributor,75,2020-11-09,
ASN-00525,10458,PRJ-1156,Contributor,100,2022-07-11,
ASN-00526,23002,PRJ-1828,Contributor,50,2021-03-15,
ASN-00527,2480,PRJ-1811,Contributor,50,2022-01-03,2023-01-15
ASN-00528,22869,PRJ-2493,Contributor,100,2021-02-26,
ASN-00529,23806,PRJ-1206,Reviewer,100,2020-01-16,2023-11-15
ASN-00530,4453,PRJ-2215,Reviewer,50,2021-07-30,2023-10-14
ASN-00531,5882,PRJ-0091,Lead,100,2020-04-01,2021-01-19
ASN-00532,23050,PRJ-0714,Consultant,100,2021-05-15,
ASN-00533,14070,PRJ-1882,Contributor,50,2018-11-06,2022-09-27
ASN-00534,2850,PRJ-0039,Contributor,50,2022-06-25,
ASN-00535,7391,PRJ-0173,Consultant,100,2018-12-02,
ASN-00536,23290,PRJ-0653,Contributor,100,2019-02-04,
ASN-00537,11923,PRJ-0754,Contributor,50,2019-04-22,2022-03-05
ASN-00538,2490,PRJ-1244,Consultant,100,2022-01-19,
ASN-00539,9824,PRJ-1082,Contributor,50,2019-08-12,
ASN-00540,9208,PRJ-1684,Consultant,50,2020-04-29,2020-08-04
ASN-00541,9541,PRJ-0456,Contributor,50,2021-07-31,2021-12-02
ASN-00542,16365,PRJ-0829,Contributor,50,2020-02-14,
ASN-00543,4612,PRJ-0895,Lead,50,2021-09-11,2022-12-20
ASN-00544,19224,PRJ-1385,Contributor,100,2021-02-24,
ASN-00545,24912,PRJ-1959,Lead,50,2022-01-12,
ASN-00546,5879,PRJ-2435,Contributor,50,2020-06-09,
ASN-00547,16348,PRJ-1997,Reviewer,75,2022-10-25,
ASN-00548,22688,PRJ-2396,Reviewer,25,2022-10-23,2023-02-04
ASN-00549,852,PRJ-0190,Contributor,75,2022-05-27,2022-12-16
ASN-00550,18072,PRJ-0505,Lead,75,2019-08-03,
ASN-00551,6834,PRJ-1215,Contributor,100,2020-10-01,2022-11-05
ASN-00552,11939,PRJ-1532,Contributor,100,2022-04-27,
ASN-00553,2428,PRJ-0824,Lead,50,2019-04-02,
ASN-00554,4001,PRJ-0929,Contributor,75,2018-11-16,2021-08-05
ASN-00555,5053,PRJ-0934,Contributor,100,2021-02-24,2021-08-20
ASN-00556,2739,PRJ-1141,Contributor,25,2021-01-01,2021-05-11
ASN-00557,22117,PRJ-0134,Reviewer,100,2018-02-27,2018-05-05
ASN-00558,5388,PRJ-2106,Lead,100,2022-06-24,2022-08-20
ASN-00559,8003,PRJ-0685,Reviewer,50,2021-02-16,
ASN-00560,5537,PRJ-2221,Contributor,50,2019-02-18,
ASN-00561,13480,PRJ-1853,Contributor,50,2023-01-11,
ASN-00562,3914,PRJ-0815,Contributor,50,2019-10-17,
ASN-00563,17451,PRJ-1173,Contributor,50,2018-11-10,2019-02-07
ASN-00564,24108,PRJ-0080,Contributor,50,2021-10-23,
ASN-00565,20765,PRJ-0203,Contributor,100,2018-03-19,2018-07-27
ASN-00566,10637,PRJ-1253,Contributor,75,2019-09-03,
ASN-00567,20492,PRJ-1700,Reviewer,100,2021-02-17,
ASN-00568,5727,PRJ-1251,Contributor,100,2023-01-09,2023-03-21
ASN-00569,3374,PRJ-1683,Lead,50,2022-10-20,
ASN-00570,12162,PRJ-1556,Contributor,50,2018-09-14,
ASN-00571,2083,PRJ-2095,Consultant,50,2019-12-31,
ASN-00572,23133,PRJ-1257,Contributor,100,2020-07-07,
ASN-00573,16282,PRJ-1550,Reviewer,50,2021-01-11,
ASN-00574,15306,PRJ-1167,Contributor,50,2022-01-21,
ASN-00575,9818,PRJ-1397,Contributor,100,2022-05-13,
ASN-00576,11262,PRJ-0471,Contributor,100,2018-07-23,
ASN-00577,418,PRJ-1036,Contributor,50,2021-12-19,
ASN-00578,24691,PRJ-1354,Contributor,100,2022-12-26,
ASN-00579,8809,PRJ-0968,Contributor,50,2020-01-03,
ASN-00580,20359,PRJ-0358,Contributor,100,2020-07-14,2021-08-15
ASN-00581,3268,PRJ-0668,Reviewer,75,2021-07-12,2021-09-09
ASN-00582,17210,PRJ-0373,Contributor,50,2018-08-20,2023-11-25
ASN-00583,24053,PRJ-1032,Consultant,100,2022-12-23,
ASN-00584,5746,PRJ-1146,Lead,75,2020-04-21,
ASN-00585,11339,PRJ-1372,Contributor,100,2020-06-20,2021-07-30
ASN-00586,413,PRJ-0090,Lead,100,2021-01-15,
ASN-00587,7544,PRJ-0540,Reviewer,100,2020-09-24,2021-07-20
ASN-00588,7588,PRJ-0869,Contributor,25,2021-11-03,
ASN-00589,729,PRJ-0041,Contributor,50,2020-01-08,2022-01-03
ASN-00590,23549,PRJ-0740,Reviewer,75,2019-04-30,
ASN-00591,11658,PRJ-1947,Contributor,100,2021-02-09,2021-06-06
ASN-00592,5989,PRJ-1225,Lead,25,2022-06-14,2022-12-30
ASN-00593,18889,PRJ-0929,Reviewer,50,2018-11-20,2021-08-05
ASN-00594,2968,PRJ-2037,Contributor,100,2019-03-28,2023-02-20
ASN-00595,14528,PRJ-0925,Lead,50,2019-01-12,
ASN-00596,19171,PRJ-1582,Reviewer,100,2018-07-29,
ASN-00597,16049,PRJ-0390,Lead,75,2022-05-24,
ASN-00598,17507,PRJ-1618,Contributor,100,2022-03-24,
ASN-00599,20464,PRJ-0256,Contributor,25,2022-01-27,
ASN-00600,17956,PRJ-0709,Contributor,25,2021-01-02,
ASN-00601,5074,PRJ-1839,Reviewer,50,2021-09-03,2022-03-29
ASN-00602,5105,PRJ-1945,Lead,100,2020-04-27,
ASN-00603,2144,PRJ-2498,Reviewer,100,2019-05-28,2021-09-05
ASN-00604,23191,PRJ-0010,Reviewer,100,2022-03-06,2022-08-13
ASN-00605,7358,PRJ-0798,Reviewer,100,2018-04-08,2018-05-12
ASN-00606,12044,PRJ-0877,Contributor,25,2019-04-10,
ASN-00607,3441,PRJ-1029,Contributor,100,2021-04-07,2021-08-25
ASN-00608,20151,PRJ-1016,Lead,25,2022-05-09,
ASN-00609,5645,PRJ-1825,Contributor,100,2021-08-30,
ASN-00610,10519,PRJ-0374,Reviewer,100,2022-03-27,2022-08-02
ASN-00611,14553,PRJ-2194,Lead,25,2023-01-12,2023-07-15
ASN-00612,2915,PRJ-0224,Contributor,100,2021-08-17,2023-12-14
ASN-00613,21353,PRJ-1263,Reviewer,50,2019-06-07,
ASN-00614,22302,PRJ-2225,Contributor,25,2018-07-23,
ASN-00615,13585,PRJ-1803,Contributor,50,2019-11-16,2021-12-05
ASN-00616,12145,PRJ-0853,Reviewer,100,2020-11-10,
ASN-00617,14398,PRJ-0063,Contributor,50,2021-03-09,
ASN-00618,8788,PRJ-1241,Reviewer,100,2021-01-14,
ASN-00619,14192,PRJ-0689,Contributor,50,2022-01-12,
ASN-00620,729,PRJ-1485,Consultant,25,2020-01-15,2020-10-08
ASN-00621,17750,PRJ-1634,Lead,100,2019-07-15,
ASN-00622,20877,PRJ-2153,Reviewer,100,2018-08-04,2019-10-18
ASN-00623,699,PRJ-0511,Lead,75,2020-03-21,
ASN-00624,7187,PRJ-0385,Reviewer,50,2020-12-21,2021-03-13
ASN-00625,14513,PRJ-0405,Contributor,50,2021-11-16,2023-02-26
ASN-00626,13924,PRJ-0518,Contributor,50,2020-10-07,2020-12-05
ASN-00627,16780,PRJ-0476,Contributor,100,2018-05-30,2018-09-16
ASN-00628,7401,PRJ-2001,Contributor,100,2021-01-11,2021-10-16
ASN-00629,24467,PRJ-1669,Lead,50,2021-09-05,
ASN-00630,4172,PRJ-1894,Reviewer,25,2021-01-10,2021-10-25
ASN-00631,4361,PRJ-1461,Reviewer,50,2022-11-01,2023-03-20
ASN-00632,2503,PRJ-0714,Contributor,75,2021-05-09,
ASN-00633,17102,PRJ-0083,Contributor,100,2022-07-10,
ASN-00634,19167,PRJ-1169,Contributor,50,2019-04-22,
ASN-00635,21331,PRJ-1902,Contributor,50,2022-01-05,
ASN-00636,5487,PRJ-2049,Contributor,25,2021-11-27,2022-11-03
ASN-00637,8336,PRJ-0051,Contributor,75,2022-01-09,
ASN-00638,21365,PRJ-0685,Reviewer,100,2021-02-13,
ASN-00639,23651,PRJ-0717,Contributor,25,2022-01-05,2022-02-22
ASN-00640,4492,PRJ-1470,Reviewer,50,2020-03-08,2022-10-17
ASN-00641,23577,PRJ-0449,Consultant,50,2021-11-25,
ASN-00642,11131,PRJ-0881,Contributor,100,2019-06-27,2019-06-27
ASN-00643,21973,PRJ-0488,Contributor,75,2022-01-14,2022-08-23
ASN-00644,7652,PRJ-1824,Contributor,100,2018-12-17,
ASN-00645,20021,PRJ-2082,Contributor,50,2021-01-14,2023-08-13
ASN-00646,1168,PRJ-2143,Contributor,50,2018-12-09,2019-02-06
ASN-00647,1063,PRJ-1575,Lead,50,2021-01-15,
ASN-00648,18541,PRJ-2202,Contributor,50,2022-05-08,2023-05-12
ASN-00649,24245,PRJ-0250,Contributor,100,2020-11-20,
ASN-00650,21546,PRJ-0674,Lead,50,2022-08-27,
ASN-00651,21690,PRJ-0438,Contributor,50,2020-01-01,
ASN-00652,11175,PRJ-2166,Contributor,50,2018-12-16,
ASN-00653,22926,PRJ-0771,Contributor,50,2019-01-14,
ASN-00654,4730,PRJ-0268,Lead,25,2019-08-25,2019-12-08
ASN-00655,9349,PRJ-1985,Contributor,50,2022-08-14,
ASN-00656,23715,PRJ-1078,Lead,100,2019-09-01,
ASN-00657,5335,PRJ-0236,Lead,25,2022-10-21,2023-07-26
ASN-00658,8925,PRJ-0389,Contributor,100,2021-01-02,
ASN-00659,4331,PRJ-0763,Contributor,25,2021-12-29,2022-04-16
ASN-00660,24395,PRJ-1849,Consultant,100,2020-01-02,
ASN-00661,6802,PRJ-2449,Contributor,50,2020-01-11,
ASN-00662,4847,PRJ-0624,Reviewer,25,2021-07-06,
ASN-00663,6732,PRJ-1253,Contributor,100,2019-09-12,
ASN-00664,15369,PRJ-0578,Contributor,50,2022-11-08,2022-12-28
ASN-00665,23626,PRJ-2123,Contributor,25,2020-11-30,
ASN-00666,17338,PRJ-0435,Contributor,100,2018-10-30,
ASN-00667,2540,PRJ-2151,Reviewer,100,2021-08-04,
ASN-00668,7057,PRJ-0764,Lead,100,2021-07-20,
ASN-00669,11517,PRJ-1330,Contributor,50,2018-06-26,
ASN-00670,11494,PRJ-2146,Contributor,25,2018-07-14,2021-11-13
ASN-00671,1543,PRJ-1359,Lead,100,2022-01-12,
ASN-00672,21678,PRJ-2483,Lead,25,2019-01-12,
ASN-00673,13965,PRJ-0447,Reviewer,50,2023-01-04,2023-11-14
ASN-00674,17576,PRJ-2018,Reviewer,50,2021-11-10,2022-04-25
ASN-00675,6314,PRJ-1332,Contributor,50,2021-01-04,2021-04-20
ASN-00676,23323,PRJ-0249,Contributor,50,2020-12-27,
ASN-00677,19066,PRJ-0166,Consultant,100,2018-05-30,
ASN-00678,17925,PRJ-1359,Contributor,100,2018-06-22,
ASN-00679,22557,PRJ-1020,Contributor,25,2018-11-03,
ASN-00680,21926,PRJ-0542,Reviewer,100,2022-11-25,2023-12-19
ASN-00681,13808,PRJ-0759,Lead,25,2020-08-26,
ASN-00682,9581,PRJ-2129,Contributor,100,2020-02-03,2020-04-14
ASN-00683,17750,PRJ-2181,Contributor,50,2018-03-12,
ASN-00684,8692,PRJ-0797,Reviewer,25,2021-10-23,
ASN-00685,7495,PRJ-0138,Contributor,100,2019-04-05,
ASN-00686,4313,PRJ-2232,Contributor,100,2022-01-09,
ASN-00687,1325,PRJ-1354,Reviewer,50,2023-01-04,
ASN-00688,3142,PRJ-1876,Contributor,25,2020-01-14,2020-04-20
ASN-00689,23804,PRJ-0069,Consultant,25,2022-03-15,
ASN-00690,19871,PRJ-2101,Contributor,100,2018-05-18,
ASN-00691,1811,PRJ-1474,Reviewer,100,2022-05-01,
ASN-00692,6589,PRJ-0205,Contributor,100,2022-08-09,
ASN-00693,19308,PRJ-2174,Consultant,50,2019-01-15,
ASN-00694,5302,PRJ-0043,Contributor,50,2022-01-15,2022-03-18
ASN-00695,20571,PRJ-1907,Contributor,25,2023-01-09,
ASN-00696,22362,PRJ-2159,Consultant,50,2018-05-02,2018-09-11
ASN-00697,15486,PRJ-0761,Contributor,100,2019-05-10,2019-07-31
ASN-00698,11715,PRJ-2143,Contributor,100,2018-12-11,2019-04-05
ASN-00699,20653,PRJ-1995,Contributor,100,2021-08-25,
ASN-00700,4749,PRJ-1936,Reviewer,25,2022-07-30,
ASN-00701,21234,PRJ-0900,Contributor,25,2018-11-09,
ASN-00702,9436,PRJ-0360,Reviewer,75,2022-01-15,
ASN-00703,3710,PRJ-1720,Contributor,100,2021-09-17,
ASN-00704,23004,PRJ-0281,Contributor,50,2020-10-17,
ASN-00705,13117,PRJ-1888,Contributor,100,2022-03-09,2023-09-25
ASN-00706,9577,PRJ-0667,Contributor,100,2019-10-18,2021-04-25
ASN-00707,10151,PRJ-0093,Contributor,100,2019-04-04,
ASN-00708,19457,PRJ-0672,Lead,50,2020-02-10,
ASN-00709,6531,PRJ-1970,Contributor,75,2020-12-09,
ASN-00710,10189,PRJ-0061,Consultant,75,2019-08-08,2022-02-20
ASN-00711,14684,PRJ-1029,Reviewer,100,2021-04-05,2021-08-25
ASN-00712,505,PRJ-1490,Lead,50,2019-09-05,
ASN-00713,1215,PRJ-0604,Reviewer,75,2022-12-30,
ASN-00714,1532,PRJ-0682,Contributor,50,2021-01-08,2021-03-01
ASN-00715,23961,PRJ-1429,Reviewer,100,2022-12-31,
ASN-00716,824,PRJ-2281,Contributor,50,2020-03-24,
ASN-00717,17313,PRJ-0524,Contributor,25,2018-01-20,
ASN-00718,5030,PRJ-2394,Consultant,25,2022-01-02,
ASN-00719,13429,PRJ-1969,Contributor,100,2021-04-02,
ASN-00720,16518,PRJ-1102,Reviewer,50,2022-01-10,
ASN-00721,2106,PRJ-1754,Reviewer,50,2019-02-28,
ASN-00722,3628,PRJ-1837,Contributor,50,2022-08-26,
ASN-00723,12973,PRJ-2297,Contributor,25,2022-08-12,
ASN-00724,22701,PRJ-2095,Contributor,100,2020-01-08,
ASN-00725,1853,PRJ-1145,Contributor,50,2020-04-13,2020-05-26
ASN-00726,4911,PRJ-2262,Contributor,100,2020-04-09,
ASN-00727,20560,PRJ-2287,Consultant,100,2022-12-06,
ASN-00728,11004,PRJ-1080,Contributor,50,2018-09-01,2019-08-14
ASN-00729,21733,PRJ-2398,Consultant,100,2018-06-30,
ASN-00730,13844,PRJ-0107,Contributor,100,2020-08-26,
ASN-00731,11705,PRJ-0048,Contributor,25,2021-04-22,2021-07-06
ASN-00732,15762,PRJ-0337,Consultant,100,2018-04-18,
ASN-00733,6191,PRJ-1050,Contributor,50,2022-01-07,2023-05-10
ASN-00734,17641,PRJ-1281,Contributor,50,2020-01-07,
ASN-00735,19761,PRJ-2056,Contributor,100,2022-01-07,2022-03-10
ASN-00736,5646,PRJ-0625,Contributor,50,2018-09-02,2019-07-07
ASN-00737,19871,PRJ-1891,Contributor,100,2020-03-06,2020-07-27
ASN-00738,19969,PRJ-1277,Contributor,100,2018-02-11,
ASN-00739,9589,PRJ-1716,Contributor,100,2020-01-08,
ASN-00740,11830,PRJ-0303,Reviewer,100,2019-11-06,2020-09-05
ASN-00741,8054,PRJ-0639,Lead,100,2019-01-02,2023-12-26
ASN-00742,3331,PRJ-0056,Reviewer,100,2020-05-15,
ASN-00743,19088,PRJ-0726,Contributor,25,2019-02-16,
ASN-00744,8663,PRJ-0526,Reviewer,50,2021-12-26,
ASN-00745,24505,PRJ-0474,Reviewer,50,2018-05-12,2019-04-05
ASN-00746,7115,PRJ-0028,Reviewer,25,2019-03-12,2019-03-27
ASN-00747,13324,PRJ-2126,Consultant,25,2020-01-01,
ASN-00748,1354,PRJ-0365,Consultant,100,2021-06-19,
ASN-00749,10976,PRJ-0526,Contributor,100,2021-12-25,
ASN-00750,11024,PRJ-1336,Reviewer,100,2023-01-12,
ASN-00751,21448,PRJ-0883,Reviewer,100,2020-10-22,2021-03-01
ASN-00752,24934,PRJ-1031,Contributor,100,2022-03-22,
ASN-00753,23960,PRJ-1027,Reviewer,100,2023-01-03,
ASN-00754,668,PRJ-1647,Contributor,100,2022-05-03,2022-07-28
ASN-00755,20853,PRJ-0919,Reviewer,100,2019-08-23,2021-07-07
ASN-00756,9338,PRJ-2411,Reviewer,50,2020-08-16,
ASN-00757,13660,PRJ-1775,Contributor,100,2020-11-15,
ASN-00758,23204,PRJ-1532,Contributor,75,2022-05-04,
ASN-00759,3720,PRJ-1907,Contributor,100,2021-01-07,2021-03-29
ASN-00760,19130,PRJ-1216,Contributor,25,2020-01-08,2023-03-05
ASN-00761,7484,PRJ-1655,Contributor,100,2021-10-22,
ASN-00762,540,PRJ-0485,Reviewer,25,2021-10-02,2022-02-26
ASN-00763,4965,PRJ-2076,Contributor,75,2020-11-15,
ASN-00764,4836,PRJ-0714,Contributor,100,2021-05-15,
ASN-00765,20160,PRJ-1063,Lead,100,2022-04-06,
ASN-00766,6043,PRJ-1977,Contributor,100,2019-10-05,2023-01-28
ASN-00767,14838,PRJ-1297,Reviewer,25,2022-08-05,
ASN-00768,23487,PRJ-1255,Consultant,100,2021-01-31,
ASN-00769,7313,PRJ-2134,Contributor,100,2019-03-21,2021-12-11
ASN-00770,5321,PRJ-0126,Contributor,50,2022-06-10,
ASN-00771,13217,PRJ-0537,Contributor,100,2018-04-27,
ASN-00772,22517,PRJ-2193,Contributor,25,2020-11-23,
ASN-00773,24276,PRJ-2073,Reviewer,25,2022-01-14,2022-03-23
ASN-00774,2780,PRJ-1604,Contributor,50,2022-01-09,
ASN-00775,17309,PRJ-0067,Contributor,25,2019-08-27,
ASN-00776,1582,PRJ-0233,Reviewer,25,2020-08-01,2020-10-03
ASN-00777,24099,PRJ-2157,Lead,100,2022-06-09,2023-03-03
ASN-00778,19709,PRJ-1170,Contributor,50,2018-06-01,
ASN-00779,12678,PRJ-2159,Contributor,50,2018-05-02,2018-09-11
ASN-00780,5714,PRJ-2276,Contributor,50,2022-01-06,2023-05-29
ASN-00781,23411,PRJ-0111,Reviewer,75,2022-02-23,2022-04-25
ASN-00782,16640,PRJ-1494,Contributor,25,2022-06-11,
ASN-00783,4805,PRJ-2082,Contributor,50,2022-01-09,2023-08-13
ASN-00784,18223,PRJ-0623,Contributor,25,2020-09-01,
ASN-00785,10137,PRJ-2473,Contributor,100,2020-06-14,2022-11-05
